rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license
4.5,no,aldfly,1 (mono),2014-06-25,level,66,XC195541.mp3,level,Alder Flycatcher,1-3,XC195541 Alder Flycatcher (Empidonax alnorum),"[""Catharus ustulatus_Swainson's Thrush""]",yes,Empidonax alnorum," Meziadin Lake Provincial Park, British Columbia",56.0883,44100 (Hz),"dawn song, song",260 m,1st recording of this individual's dawn song (which sounds much like day song),128000 (bps),mp3,level,Swainson's Thrush (Catharus ustulatus),195541,https://www.xeno-canto.org/195541,Canada,Richard E. Webster,Empidonax alnorum_Alder Flycatcher,-129.3039,0-3(s),03:40,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,aldfly,1 (mono),2014-06-25,level,71,XC195542.mp3,level,Alder Flycatcher,1-3,XC195542 Alder Flycatcher (Empidonax alnorum),"[""Catharus ustulatus_Swainson's Thrush"", 'Junco hyemalis_Dark-eyed Junco']",yes,Empidonax alnorum," Meziadin Lake Provincial Park, British Columbia",56.0883,44100 (Hz),dawn song,260 m,2nd recording of this individual's dawn song (which sounds much like day song),128000 (bps),mp3,level,Swainson's Thrush (Catharus ustulatus); Dark-eyed Junco (Junco hyemalis),195542,https://www.xeno-canto.org/195542,Canada,Richard E. Webster,Empidonax alnorum_Alder Flycatcher,-129.3039,0-3(s),03:41,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,yes,aldfly,1 (mono),2015-05-25,Not specified,105,XC247799.mp3,Not specified,Alder Flycatcher,Not specified,XC247799 Alder Flycatcher (Empidonax alnorum),"['Agelaius phoeniceus_Red-winged Blackbird', 'Spinus tristis_American Goldfinch', 'Cardinalis cardinalis_Northern Cardinal', 'Geothlypis trichas_Common Yellowthroat', 'Melospiza melodia_Song Sparrow', 'Tyrannus tyrannus_Eastern Kingbird', 'Pheucticus ludovicianus_Rose-breasted Grosbeak', 'Branta canadensis_Canada Goose']",yes,Empidonax alnorum," Ithaca, Tompkins County, New York",42.465,44100 (Hz),"call, song",320 m,"Response to playback from a bird perched about 2m up in small marshy area with shrubs and Typhus at edge of agricultural plot by woodland patch. Note the vocalizations at 1:28, probably when changing perches (out of sight at the time).",128000 (bps),mp3,Not specified,Red-winged Blackbird (Agelaius phoeniceus); American Goldfinch (Spinus tristis); Northern Cardinal (Cardinalis cardinalis); Common Yellowthroat (Geothlypis trichas); Song Sparrow (Melospiza melodia); Eastern Kingbird (Tyrannus tyrannus); Rose-breasted Grosbeak (Pheucticus ludovicianus); Canada Goose (Branta canadensis),247799,https://www.xeno-canto.org/247799,United States,Dan Lane,Empidonax alnorum_Alder Flycatcher,-76.4544,Not specified,09:30,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,aldfly,2 (stereo),2015-06-20,Not specified,62,XC253455.mp3,Not specified,Alder Flycatcher,Not specified,XC253455 Alder Flycatcher (Empidonax alnorum),"['Corvus brachyrhynchos_American Crow', 'Leiothlypis ruficapilla_Nashville Warbler', 'Zonotrichia albicollis_White-throated Sparrow', 'Melospiza melodia_Song Sparrow', ""Catharus ustulatus_Swainson's Thrush""]",no,Empidonax alnorum," Tadoussac, La Haute-Côte-Nord, Québec",48.1419,44100 (Hz),"call, song",70 m,"Two individuals vocalizing. Habitat: shrubland, garden, mature mixed forest.",128000 (bps),mp3,Not specified,American Crow (Corvus brachyrhynchos); Nashville Warbler (Leiothlypis ruficapilla); White-throated Sparrow (Zonotrichia albicollis); Song Sparrow (Melospiza melodia); Swainson's Thrush (Catharus ustulatus),253455,https://www.xeno-canto.org/253455,Canada,Martin St-Michel,Empidonax alnorum_Alder Flycatcher,-69.6951,Not specified,04:15,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,aldfly,1 (mono),2015-06-11,Not specified,73,XC269063.mp3,Not specified,Alder Flycatcher,Not specified,XC269063 Alder Flycatcher (Empidonax alnorum),"[""Catharus ustulatus_Swainson's Thrush"", ""Gallinago delicata_Wilson's Snipe""]",no,Empidonax alnorum," Muddy River, Denali National Preserve, Alaska",63.9716,44100 (Hz),"call, song",189 m,"Mixed paper birch - quaking aspen woodland about 10 - 15 meters from Muddy River, a sinuous watercourse with many sloughs. Within a kilometer were many muskegs and lakes surrounded by spruce.

Bandpass 200 - 10000 Hz, amplified +7 dBu for clarity.",128000 (bps),mp3,Not specified,Swainson's Thrush (Catharus ustulatus); Wilson's Snipe (Gallinago delicata),269063,https://www.xeno-canto.org/269063,United States,Davyd Betchkal,Empidonax alnorum_Alder Flycatcher,-151.603,Not specified,03:03,Davyd Betchkal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,aldfly,2 (stereo),2016-06-18,both,96,XC323488.mp3,level,Alder Flycatcher,1-3,XC323488 Alder Flycatcher (Empidonax alnorum),"['Geothlypis trichas_Common Yellowthroat', 'Zonotrichia albicollis_White-throated Sparrow', ""Catharus ustulatus_Swainson's Thrush"", 'Empidonax traillii_Willow Flycatcher']",yes,Empidonax alnorum," Jasper National Park--Cottonwood Slough, Alberta",52.8924,48000 (Hz),song,1100 m,"Singing from trees adjacent to ponds. There is an interesting double-vocalization at 1:20.5, where either the bird stutters or a second individual sings nearby. Perhaps it is a Willow Flycatcher? Also, Willow Flycatcher at 0:05?

## Conditions

 Clear sky, about 60°F,  warming from an overnight freeze.

## Equipment

Recorded on a Sennheiser MKE 400 microphone with a wind baffle into a Panasonic GH2 camera at 192 kbps.

## Modifications

 Trimmed stretches without songs from front  and back. Amplified to peak at –3.0 dB.",320000 (bps),mp3,level,Common Yellowthroat (Geothlypis trichas); White-throated Sparrow (Zonotrichia albicollis); Swainson's Thrush (Catharus ustulatus); Willow Flycatcher (Empidonax traillii),323488,https://www.xeno-canto.org/323488,Canada,Christopher Eliot,Empidonax alnorum_Alder Flycatcher,-118.0969,0-3(s),08:53,Christopher Eliot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2.5,no,ameavo,1 (mono),2013-11-18,Not specified,145,XC155039.mp3,Not specified,American Avocet,Not specified,XC155039 American Avocet (Recurvirostra americana),"['Hydroprogne caspia_Caspian Tern', 'Haematopus palliatus_American Oystercatcher', 'Larus delawarensis_Ring-billed Gull', 'Rynchops niger_Black Skimmer', 'Pluvialis squatarola_Black-bellied Plover', 'Quiscalus major_Boat-tailed Grackle']",yes,Recurvirostra americana," East Jetty, Cameron Par., LA",29.766,44100 (Hz),call,0 m,"Natural vocalizations from flock of ~300 birds as they roosted and foraged amid other roosting gulls, terns, pelicans, and shorebirds by jetty as tide coming in.",128000 (bps),mp3,Not specified,Caspian Tern (Hydroprogne caspia); American Oystercatcher (Haematopus palliatus); Ring-billed Gull (Larus delawarensis); Black Skimmer (Rynchops niger); Grey Plover (Pluvialis squatarola); Boat-tailed Grackle (Quiscalus major),155039,https://www.xeno-canto.org/155039,United States,Dan Lane,Recurvirostra americana_American Avocet,-93.337,Not specified,15:30,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
3.5,no,ameavo,1 (mono),2015-05-24,Not specified,165,XC304534.mp3,Not specified,American Avocet,Not specified,XC304534 American Avocet (Recurvirostra americana),"['Agelaius phoeniceus_Red-winged Blackbird', 'Xanthocephalus xanthocephalus_Yellow-headed Blackbird', 'Charadrius vociferus_Killdeer', 'Spatula clypeata_Northern Shoveler']",yes,Recurvirostra americana," Cheyenne Bottoms, Barton County, Kansas",38.4716,48000 (Hz),call,550 m,"one of a pair did most of the calling

contact calls in background are also from avocets as there were a number of them spread-out in the shallow water",128000 (bps),mp3,Not specified,Red-winged Blackbird (Agelaius phoeniceus); Yellow-headed Blackbird (Xanthocephalus xanthocephalus); Killdeer (Charadrius vociferus); Northern Shoveler (Spatula clypeata),304534,https://www.xeno-canto.org/304534,United States,Paul Marvin,Recurvirostra americana_American Avocet,-98.6727,Not specified,13:47,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,ameavo,1 (mono),2015-05-24,Not specified,58,XC304644.mp3,Not specified,American Avocet,Not specified,XC304644 American Avocet (Recurvirostra americana),"['Spatula clypeata_Northern Shoveler', 'Xanthocephalus xanthocephalus_Yellow-headed Blackbird', 'Hirundo rustica_Barn Swallow', 'Charadrius vociferus_Killdeer']",yes,Recurvirostra americana," Cheyenne Bottoms, Barton County, Kansas",38.4716,48000 (Hz),call,550 m,"calls as pair reunites after becoming separated, I assume the faint calls are contact calls",128000 (bps),mp3,Not specified,Northern Shoveler (Spatula clypeata); Yellow-headed Blackbird (Xanthocephalus xanthocephalus); Barn Swallow (Hirundo rustica); Killdeer (Charadrius vociferus),304644,https://www.xeno-canto.org/304644,United States,Paul Marvin,Recurvirostra americana_American Avocet,-98.6727,Not specified,14:07,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,ameavo,1 (mono),2015-05-24,Not specified,122,XC304681.mp3,Not specified,American Avocet,Not specified,XC304681 American Avocet (Recurvirostra americana),"['Charadrius vociferus_Killdeer', 'Chlidonias niger_Black Tern', 'Agelaius phoeniceus_Red-winged Blackbird', 'Riparia riparia_Bank Swallow', 'Xanthocephalus xanthocephalus_Yellow-headed Blackbird', 'Fulica americana_American Coot']",yes,Recurvirostra americana," Cheyenne Bottoms, Barton County, Kansas",38.4716,48000 (Hz),call,550 m,"contact calls from pair at close range, a few pairs feeding in shallow water",128000 (bps),mp3,Not specified,Killdeer (Charadrius vociferus); Black Tern (Chlidonias niger); Red-winged Blackbird (Agelaius phoeniceus); Sand Martin (Riparia riparia); Yellow-headed Blackbird (Xanthocephalus xanthocephalus); American Coot (Fulica americana),304681,https://www.xeno-canto.org/304681,United States,Paul Marvin,Recurvirostra americana_American Avocet,-98.6727,Not specified,13:55,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,ameavo,1 (mono),2015-04-27,Not specified,24,XC324577.mp3,Not specified,American Avocet,Not specified,XC324577 American Avocet (Recurvirostra americana),['Hydroprogne caspia_Caspian Tern'],yes,Recurvirostra americana," Salton Sea - Rock Hill Trail, Imperial County, California",33.1813,48000 (Hz),flight call,-70 m,pair in flight over water,128000 (bps),mp3,Not specified,Caspian Tern (Hydroprogne caspia),324577,https://www.xeno-canto.org/324577,United States,Paul Marvin,Recurvirostra americana_American Avocet,-115.6227,Not specified,14:05,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,amebit,2 (stereo),2013-06-16,both,150,XC141320.mp3,level,American Bittern,1-3,XC141320 American Bittern (Botaurus lentiginosus),"['Geothlypis trichas_Common Yellowthroat', 'Melospiza melodia_Song Sparrow', ""Catharus ustulatus_Swainson's Thrush"", 'Empidonax alnorum_Alder Flycatcher']",no,Botaurus lentiginosus," Newlands, BC",54.108,44100 (Hz),song,599 m,"- two songs by same adult male.
- extraneous sounds edited by silencing rather than cutting out to preserve time interval between songs.
- bird singing from near east edge of Newlands Marsh, approximately 15 meters north of Upper Fraser Road.
- habitat is fresh water marsh surrounded by mixed deciduous/coniferous forest and grass pastures.
- UTM coordinates of bird from Google Earth: Zone 10U 551928.72 E, 5995802.24 N (WGS84)
- the bittern takes four or five gulps of air to fill his lungs before singing and you can here the bill snapping shut after every intake of air before the booming begins.
- recording device: H2 Zoom; microphone: Sennheiser ME-66; recording is mono even though the H2 labeled the file as stereo.
- sound editing done in Audacity.
- recording available in WAV format upon email request.",128000 (bps),mp3,increasing,Common Yellowthroat (Geothlypis trichas); Song Sparrow (Melospiza melodia); Swainson's Thrush (Catharus ustulatus); Alder Flycatcher (Empidonax alnorum),141320,https://www.xeno-canto.org/141320,Canada,Jack Bowling,Botaurus lentiginosus_American Bittern,-122.2058,6-10(s),20:45,Jack Bowling,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
2.5,no,amebit,1 (mono),2013-06-21,level,13,XC149911.mp3,level,American Bittern,1-3,XC149911 American Bittern (Botaurus lentiginosus),"[""Gallinago delicata_Wilson's Snipe"", 'Podiceps grisegena_Red-necked Grebe', 'Porzana carolina_Sora', ""Catharus ustulatus_Swainson's Thrush"", 'Fulica americana_American Coot']",no,Botaurus lentiginosus," Wood Buffalo (near  Fort McMurray), Division No. 16, Alberta",56.7264,44100 (Hz),call,260 m,,128000 (bps),mp3,level,Wilson's Snipe (Gallinago delicata); Red-necked Grebe (Podiceps grisegena); Sora (Porzana carolina); Swainson's Thrush (Catharus ustulatus); American Coot (Fulica americana),149911,https://www.xeno-canto.org/149911,Canada,Dugan Maynard,Botaurus lentiginosus_American Bittern,-111.3803,0-3(s),23:00,Dugan Maynard,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
3.5,no,amebit,1 (mono),2014-06-04,level,146,XC184876.mp3,both,American Bittern,7-20,XC184876 American Bittern (Botaurus lentiginosus),"['Melospiza melodia_Song Sparrow', 'Agelaius phoeniceus_Red-winged Blackbird', 'Tyrannus tyrannus_Eastern Kingbird', 'Spatula discors_Blue-winged Teal', 'Porzana carolina_Sora', ""Gallinago delicata_Wilson's Snipe"", 'Hirundo rustica_Barn Swallow', 'Anas platyrhynchos_Mallard']",no,Botaurus lentiginosus," Crow Valley Campground, Pawnee Grasslands, CO",40.6409,44100 (Hz),song,1500 m,2nd recording of this individual,128000 (bps),mp3,level,Song Sparrow (Melospiza melodia); Red-winged Blackbird (Agelaius phoeniceus); Eastern Kingbird (Tyrannus tyrannus); Blue-winged Teal (Spatula discors); Sora (Porzana carolina); Wilson's Snipe (Gallinago delicata); Barn Swallow (Hirundo rustica); Mallard (Anas platyrhynchos),184876,https://www.xeno-canto.org/184876,United States,Richard E. Webster,Botaurus lentiginosus_American Bittern,-104.3397,6-10(s),04:54,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
2.5,no,amebit,1 (mono),2014-06-04,level,84,XC184879.mp3,both,American Bittern,7-20,XC184879 American Bittern (Botaurus lentiginosus),"['Agelaius phoeniceus_Red-winged Blackbird', 'Hirundo rustica_Barn Swallow', 'Tyrannus tyrannus_Eastern Kingbird', 'Porzana carolina_Sora', 'Quiscalus mexicanus_Great-tailed Grackle']",no,Botaurus lentiginosus," Crow Valley Campground, Pawnee Grasslands, CO",40.6409,44100 (Hz),song,1500 m,3rd recording of this individual,128000 (bps),mp3,level,Red-winged Blackbird (Agelaius phoeniceus); Barn Swallow (Hirundo rustica); Eastern Kingbird (Tyrannus tyrannus); Sora (Porzana carolina); Great-tailed Grackle (Quiscalus mexicanus),184879,https://www.xeno-canto.org/184879,United States,Richard E. Webster,Botaurus lentiginosus_American Bittern,-104.3397,6-10(s),04:58,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,amebit,1 (mono),2014-06-04,level,164,XC184881.mp3,both,American Bittern,7-20,XC184881 American Bittern (Botaurus lentiginosus),"['Melospiza melodia_Song Sparrow', 'Agelaius phoeniceus_Red-winged Blackbird', 'Porzana carolina_Sora', ""Gallinago delicata_Wilson's Snipe"", 'Quiscalus mexicanus_Great-tailed Grackle', 'Hirundo rustica_Barn Swallow', 'Tyrannus tyrannus_Eastern Kingbird', 'Fulica americana_American Coot', 'Quiscalus quiscula_Common Grackle', 'Sturnella neglecta_Western Meadowlark']",no,Botaurus lentiginosus," Crow Valley Campground, Pawnee Grasslands, CO",40.6409,44100 (Hz),song,1500 m,4th recording of this individual,128000 (bps),mp3,level,Song Sparrow (Melospiza melodia); Red-winged Blackbird (Agelaius phoeniceus); Sora (Porzana carolina); Wilson's Snipe (Gallinago delicata); Great-tailed Grackle (Quiscalus mexicanus); Barn Swallow (Hirundo rustica); Eastern Kingbird (Tyrannus tyrannus); American Coot (Fulica americana); Common Grackle (Quiscalus quiscula); Western Meadowlark (Sturnella neglecta),184881,https://www.xeno-canto.org/184881,United States,Richard E. Webster,Botaurus lentiginosus_American Bittern,-104.3397,6-10(s),05:01,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
3.5,no,amebit,1 (mono),2014-06-04,level,217,XC184882.mp3,both,American Bittern,7-20,XC184882 American Bittern (Botaurus lentiginosus),"['Agelaius phoeniceus_Red-winged Blackbird', 'Anas platyrhynchos_Mallard', ""Gallinago delicata_Wilson's Snipe"", 'Porzana carolina_Sora', 'Spatula discors_Blue-winged Teal', 'Zenaida macroura_Mourning Dove', 'Melospiza melodia_Song Sparrow', 'Chordeiles minor_Common Nighthawk']",no,Botaurus lentiginosus," Crow Valley Campground, Pawnee Grasslands, CO",40.6409,44100 (Hz),song,1500 m,1st of 4 recordings of this individual,128000 (bps),mp3,level,Red-winged Blackbird (Agelaius phoeniceus); Mallard (Anas platyrhynchos); Wilson's Snipe (Gallinago delicata); Sora (Porzana carolina); Blue-winged Teal (Spatula discors); Mourning Dove (Zenaida macroura); Song Sparrow (Melospiza melodia); Common Nighthawk (Chordeiles minor),184882,https://www.xeno-canto.org/184882,United States,Richard E. Webster,Botaurus lentiginosus_American Bittern,-104.3397,6-10(s),04:49,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
